COD_SEXO,idade_class,COD_UF,Sigla,CID,óbitos,Cod,População,tme,ENERGIA.kcal,PROTEÍNA.g,LIPÍDEOS.TOTAIS.g,CARBOIDRATO.g,FIBRA.ALIMENTAR.TOTAL.g,CÁLCIO.mg,MAGNÉSIO.mg,MANGANÊS.mg,FÓSFORO.mg,FERRO.mg,SÓDIO.mg,SÓDIO.DE.ADIÇÃO.mg,POTÁSSIO.mg,COBRE.mg,ZINCO.mg,SELÊNIO.mcg,RETINOL.mcg,VITAMINA.A.EQUIVALENTE.DE.ATIVIDADE.DE.RETINOL.mcg,TIAMINA.VITAMINA.B1.mg,RIBOFLAVINA.VITAMINA.B2.mg,NIACINA.VITAMINA.B3.mg,EQUIVALENTE.DE.NIACINA.VITAMINA.B3.mg,PIRIDOXINA.VITAMINA.B6.mg,COBALAMINA.VITAMINA.B12.mcg,FOLATO.EQUIVALENTE.DIETÉTICO.DE.FOLATO.mcg,VITAMINA.D.CALCIFEROL.mcg,VITAMINA.E.TOTAL.DE.ALPHA.TOCOPHEROL.mg,VITAMINA.C.mg,COLESTEROL.mg,ÁCIDOS.GRAXOS.SATURADOS.g,ÁCIDOS.GRAXOS.MONOINSATURADOS.g,ÁCIDOS.GRAXOS.POLIINSATURADOS.g,ÁCIDO.GRAXO.POLIINSATURADO.18.2.LINOLÉICO.g,ÁCIDO.GRAXO.POLIINSATURADO.18.3.LINOLÊNICO.g,ÁCIDOS.GRAXOS.TRANS.TOTAL.g,AÇÚCAR.TOTAL.g,AÇÚCAR.DE.ADIÇÃO.g
Feminino,30-59,acre,AC,C15   Neopl malig do esofago,1,12,125152,0.799028381488111,1543.86105928571,76.1822704761905,50.7279030952381,195.618256587302,15.9765083333333,410.348264047619,210.03783265873,2.02660087301587,912.731240555556,9.59770626984127,1162.36548539683,1518.52846428571,2083.76184857143,1.16965654761905,10.4661788095238,93.7130809920635,467.872144047619,558.559958095238,0.960817023809524,1.43709099206349,13.0269823809524,23.8357592063492,1.2515444047619,7.19544246031746,190.756931071429,5.13160912698413,3.29912972222222,274.27840515873,260.861797222222,18.783698968254,17.3381732936508,9.13760448412698,7.64908964285714,1.08414623015873,2.11971674603175,48.5042872222222,23.0568547619048
Feminino,30-59,acre,AC,C16   Neopl malig do estomago,8,12,125152,6.39222705190488,1543.86105928571,76.1822704761905,50.7279030952381,195.618256587302,15.9765083333333,410.348264047619,210.03783265873,2.02660087301587,912.731240555556,9.59770626984127,1162.36548539683,1518.52846428571,2083.76184857143,1.16965654761905,10.4661788095238,93.7130809920635,467.872144047619,558.559958095238,0.960817023809524,1.43709099206349,13.0269823809524,23.8357592063492,1.2515444047619,7.19544246031746,190.756931071429,5.13160912698413,3.29912972222222,274.27840515873,260.861797222222,18.783698968254,17.3381732936508,9.13760448412698,7.64908964285714,1.08414623015873,2.11971674603175,48.5042872222222,23.0568547619048
Feminino,30-59,acre,AC,C18   Neopl malig do colon,3,12,125152,2.39708514446433,1543.86105928571,76.1822704761905,50.7279030952381,195.618256587302,15.9765083333333,410.348264047619,210.03783265873,2.02660087301587,912.731240555556,9.59770626984127,1162.36548539683,1518.52846428571,2083.76184857143,1.16965654761905,10.4661788095238,93.7130809920635,467.872144047619,558.559958095238,0.960817023809524,1.43709099206349,13.0269823809524,23.8357592063492,1.2515444047619,7.19544246031746,190.756931071429,5.13160912698413,3.29912972222222,274.27840515873,260.861797222222,18.783698968254,17.3381732936508,9.13760448412698,7.64908964285714,1.08414623015873,2.11971674603175,48.5042872222222,23.0568547619048
Feminino,30-59,acre,AC,C20   Neopl malig do reto,1,12,125152,0.799028381488111,1543.86105928571,76.1822704761905,50.7279030952381,195.618256587302,15.9765083333333,410.348264047619,210.03783265873,2.02660087301587,912.731240555556,9.59770626984127,1162.36548539683,1518.52846428571,2083.76184857143,1.16965654761905,10.4661788095238,93.7130809920635,467.872144047619,558.559958095238,0.960817023809524,1.43709099206349,13.0269823809524,23.8357592063492,1.2515444047619,7.19544246031746,190.756931071429,5.13160912698413,3.29912972222222,274.27840515873,260.861797222222,18.783698968254,17.3381732936508,9.13760448412698,7.64908964285714,1.08414623015873,2.11971674603175,48.5042872222222,23.0568547619048
Feminino,30-59,acre,AC,C22   Neopl malig figado vias biliares intra-hepat,8,12,125152,6.39222705190488,1543.86105928571,76.1822704761905,50.7279030952381,195.618256587302,15.9765083333333,410.348264047619,210.03783265873,2.02660087301587,912.731240555556,9.59770626984127,1162.36548539683,1518.52846428571,2083.76184857143,1.16965654761905,10.4661788095238,93.7130809920635,467.872144047619,558.559958095238,0.960817023809524,1.43709099206349,13.0269823809524,23.8357592063492,1.2515444047619,7.19544246031746,190.756931071429,5.13160912698413,3.29912972222222,274.27840515873,260.861797222222,18.783698968254,17.3381732936508,9.13760448412698,7.64908964285714,1.08414623015873,2.11971674603175,48.5042872222222,23.0568547619048
Feminino,30-59,acre,AC,C25   Neopl malig do pancreas,3,12,125152,2.39708514446433,1543.86105928571,76.1822704761905,50.7279030952381,195.618256587302,15.9765083333333,410.348264047619,210.03783265873,2.02660087301587,912.731240555556,9.59770626984127,1162.36548539683,1518.52846428571,2083.76184857143,1.16965654761905,10.4661788095238,93.7130809920635,467.872144047619,558.559958095238,0.960817023809524,1.43709099206349,13.0269823809524,23.8357592063492,1.2515444047619,7.19544246031746,190.756931071429,5.13160912698413,3.29912972222222,274.27840515873,260.861797222222,18.783698968254,17.3381732936508,9.13760448412698,7.64908964285714,1.08414623015873,2.11971674603175,48.5042872222222,23.0568547619048
Feminino,30-59,acre,AC,C26   Neopl malig outr mal def aparelho digestivo,NA,12,125152,NA,1543.86105928571,76.1822704761905,50.7279030952381,195.618256587302,15.9765083333333,410.348264047619,210.03783265873,2.02660087301587,912.731240555556,9.59770626984127,1162.36548539683,1518.52846428571,2083.76184857143,1.16965654761905,10.4661788095238,93.7130809920635,467.872144047619,558.559958095238,0.960817023809524,1.43709099206349,13.0269823809524,23.8357592063492,1.2515444047619,7.19544246031746,190.756931071429,5.13160912698413,3.29912972222222,274.27840515873,260.861797222222,18.783698968254,17.3381732936508,9.13760448412698,7.64908964285714,1.08414623015873,2.11971674603175,48.5042872222222,23.0568547619048
Feminino,30-59,acre,AC,C32   Neopl malig da laringe,2,12,125152,1.59805676297622,1543.86105928571,76.1822704761905,50.7279030952381,195.618256587302,15.9765083333333,410.348264047619,210.03783265873,2.02660087301587,912.731240555556,9.59770626984127,1162.36548539683,1518.52846428571,2083.76184857143,1.16965654761905,10.4661788095238,93.7130809920635,467.872144047619,558.559958095238,0.960817023809524,1.43709099206349,13.0269823809524,23.8357592063492,1.2515444047619,7.19544246031746,190.756931071429,5.13160912698413,3.29912972222222,274.27840515873,260.861797222222,18.783698968254,17.3381732936508,9.13760448412698,7.64908964285714,1.08414623015873,2.11971674603175,48.5042872222222,23.0568547619048
Feminino,30-59,acre,AC,C34   Neopl malig dos bronquios e dos pulmoes,23,12,125152,18.3776527742265,1543.86105928571,76.1822704761905,50.7279030952381,195.618256587302,15.9765083333333,410.348264047619,210.03783265873,2.02660087301587,912.731240555556,9.59770626984127,1162.36548539683,1518.52846428571,2083.76184857143,1.16965654761905,10.4661788095238,93.7130809920635,467.872144047619,558.559958095238,0.960817023809524,1.43709099206349,13.0269823809524,23.8357592063492,1.2515444047619,7.19544246031746,190.756931071429,5.13160912698413,3.29912972222222,274.27840515873,260.861797222222,18.783698968254,17.3381732936508,9.13760448412698,7.64908964285714,1.08414623015873,2.11971674603175,48.5042872222222,23.0568547619048
Feminino,30-59,acre,AC,C50   Neopl malig da mama,8,12,125152,6.39222705190488,1543.86105928571,76.1822704761905,50.7279030952381,195.618256587302,15.9765083333333,410.348264047619,210.03783265873,2.02660087301587,912.731240555556,9.59770626984127,1162.36548539683,1518.52846428571,2083.76184857143,1.16965654761905,10.4661788095238,93.7130809920635,467.872144047619,558.559958095238,0.960817023809524,1.43709099206349,13.0269823809524,23.8357592063492,1.2515444047619,7.19544246031746,190.756931071429,5.13160912698413,3.29912972222222,274.27840515873,260.861797222222,18.783698968254,17.3381732936508,9.13760448412698,7.64908964285714,1.08414623015873,2.11971674603175,48.5042872222222,23.0568547619048
